global_index,gene_symbol,ensembl_id,in_vcc_output,vcc_output_index,in_vcc2025,vcc2025_local_index,in_replogle,replogle_local_index,is_replogle_perturbation_target,replogle_perturbed_cell_count
22152,AC004160.1,,0,-1,0,-1,0,-1,0,0
22153,SLC9B1P4,,0,-1,0,-1,0,-1,0,0
22154,AC090791.1,,0,-1,0,-1,0,-1,0,0
22155,AC005476.2,,0,-1,0,-1,0,-1,0,0
22156,AC046185.3,,0,-1,0,-1,0,-1,0,0
22157,AC116003.1,,0,-1,0,-1,0,-1,0,0
22158,AC010638.1,,0,-1,0,-1,0,-1,0,0
22159,AL138885.3,,0,-1,0,-1,0,-1,0,0
22160,DNAJC19P9,,0,-1,0,-1,0,-1,0,0
22161,ZNRF3-AS1,,0,-1,0,-1,0,-1,0,0
22162,LINC00972,,0,-1,0,-1,0,-1,0,0
22163,AC008946.1,,0,-1,0,-1,0,-1,0,0
22164,AL583722.4,,0,-1,0,-1,0,-1,0,0
22165,AC068533.4,,0,-1,0,-1,0,-1,0,0
22166,AL513314.2,,0,-1,0,-1,0,-1,0,0
22167,AC000099.1,,0,-1,0,-1,0,-1,0,0
22168,AC093162.2,,0,-1,0,-1,0,-1,0,0
22169,AL021707.2,,0,-1,0,-1,0,-1,0,0
22170,AF121898.1,,0,-1,0,-1,0,-1,0,0
22171,OSTN-AS1,,0,-1,0,-1,0,-1,0,0
22172,AC073834.1,,0,-1,0,-1,0,-1,0,0
22173,CYP4F26P,,0,-1,0,-1,0,-1,0,0
22174,AL136295.2,,0,-1,0,-1,0,-1,0,0
22175,AC006159.2,,0,-1,0,-1,0,-1,0,0
22176,AC105446.1,,0,-1,0,-1,0,-1,0,0
22177,PGAM1P5,,0,-1,0,-1,0,-1,0,0
22178,LINC02518,,0,-1,0,-1,0,-1,0,0
22179,AL499605.1,,0,-1,0,-1,0,-1,0,0
22180,AC022182.1,,0,-1,0,-1,0,-1,0,0
22181,MTND1P8,,0,-1,0,-1,0,-1,0,0
22182,AC010809.1,,0,-1,0,-1,0,-1,0,0
22183,AC012349.1,,0,-1,0,-1,0,-1,0,0
22184,AC244154.1,,0,-1,0,-1,0,-1,0,0
22185,AL132655.1,,0,-1,0,-1,0,-1,0,0
22186,AC005291.1,,0,-1,0,-1,0,-1,0,0
22187,RN7SL395P,,0,-1,0,-1,0,-1,0,0
22188,AC068599.1,,0,-1,0,-1,0,-1,0,0
22189,GSTA10P,,0,-1,0,-1,0,-1,0,0
22190,ZNF847P,,0,-1,0,-1,0,-1,0,0
22191,AC011389.2,,0,-1,0,-1,0,-1,0,0
22192,AC087500.1,,0,-1,0,-1,0,-1,0,0
22193,C3orf79,,0,-1,0,-1,0,-1,0,0
22194,LINC00092,,0,-1,0,-1,0,-1,0,0
22195,FAM96B,,0,-1,0,-1,0,-1,0,0
22196,NPIPB12,,0,-1,0,-1,0,-1,0,0
22197,AC007952.3,,0,-1,0,-1,0,-1,0,0
22198,AL590705.1,,0,-1,0,-1,0,-1,0,0
22199,AC005208.1,,0,-1,0,-1,0,-1,0,0
22200,AC097634.1,,0,-1,0,-1,0,-1,0,0
22201,EIF1B-AS1,,0,-1,0,-1,0,-1,0,0
22202,LINC01876,,0,-1,0,-1,0,-1,0,0
22203,AC136475.1,,0,-1,0,-1,0,-1,0,0
22204,AC006017.1,,0,-1,0,-1,0,-1,0,0
22205,AC005746.2,,0,-1,0,-1,0,-1,0,0
22206,AC138649.5,,0,-1,0,-1,0,-1,0,0
22207,AC092979.1,,0,-1,0,-1,0,-1,0,0
22208,AC010615.2,,0,-1,0,-1,0,-1,0,0
22209,TDGF1P5,,0,-1,0,-1,0,-1,0,0
22210,SERBP1P5,,0,-1,0,-1,0,-1,0,0
22211,LINC01287,,0,-1,0,-1,0,-1,0,0
22212,AC002091.1,,0,-1,0,-1,0,-1,0,0
22213,PTMAP5,,0,-1,0,-1,0,-1,0,0
22214,OACYLP,,0,-1,0,-1,0,-1,0,0
22215,WWC2-AS2,,0,-1,0,-1,0,-1,0,0
22216,CFL1P6,,0,-1,0,-1,0,-1,0,0
22217,VTRNA1-3,,0,-1,0,-1,0,-1,0,0
22218,MRPS31P2,,0,-1,0,-1,0,-1,0,0
22219,AP003306.1,,0,-1,0,-1,0,-1,0,0
22220,AC106864.2,,0,-1,0,-1,0,-1,0,0
22221,AP002754.1,,0,-1,0,-1,0,-1,0,0
22222,AL591845.1,,0,-1,0,-1,0,-1,0,0
22223,AC107068.1,,0,-1,0,-1,0,-1,0,0
22224,AC126323.1,,0,-1,0,-1,0,-1,0,0
22225,AC126474.1,,0,-1,0,-1,0,-1,0,0
22226,MORF4L1P5,,0,-1,0,-1,0,-1,0,0
22227,PKN2-AS1,,0,-1,0,-1,0,-1,0,0
22228,AC234771.2,,0,-1,0,-1,0,-1,0,0
22229,STAG3L5P-PVRIG2P-PILRB,,0,-1,0,-1,0,-1,0,0
22230,LINC02137,,0,-1,0,-1,0,-1,0,0
22231,AC009779.2,,0,-1,0,-1,0,-1,0,0
22232,LINC01049,,0,-1,0,-1,0,-1,0,0
22233,RPL9P9,,0,-1,0,-1,0,-1,0,0
22234,AL592164.1,,0,-1,0,-1,0,-1,0,0
22235,IGSF11-AS1,,0,-1,0,-1,0,-1,0,0
22236,CCDC144B,,0,-1,0,-1,0,-1,0,0
22237,AL603839.3,,0,-1,0,-1,0,-1,0,0
22238,AL132780.1,,0,-1,0,-1,0,-1,0,0
22239,AF127936.1,,0,-1,0,-1,0,-1,0,0
22240,LINC01117,,0,-1,0,-1,0,-1,0,0
22241,AC013452.1,,0,-1,0,-1,0,-1,0,0
22242,AC078883.1,,0,-1,0,-1,0,-1,0,0
22243,PRR7-AS1,,0,-1,0,-1,0,-1,0,0
22244,AC009292.2,,0,-1,0,-1,0,-1,0,0
22245,FAM86EP,,0,-1,0,-1,0,-1,0,0
22246,AC051619.6,,0,-1,0,-1,0,-1,0,0
22247,AL049649.1,,0,-1,0,-1,0,-1,0,0
22248,AC079340.1,,0,-1,0,-1,0,-1,0,0
22249,AL035071.2,,0,-1,0,-1,0,-1,0,0
22250,AC008467.1,,0,-1,0,-1,0,-1,0,0
22251,AC003006.1,,0,-1,0,-1,0,-1,0,0
22252,PTOV1-AS2,,0,-1,0,-1,0,-1,0,0
22253,AL139353.1,,0,-1,0,-1,0,-1,0,0
22254,AP002478.1,,0,-1,0,-1,0,-1,0,0
22255,LINC00613,,0,-1,0,-1,0,-1,0,0
22256,ALG1L2,,0,-1,0,-1,0,-1,0,0
22257,AL357507.1,,0,-1,0,-1,0,-1,0,0
22258,LINC02426,,0,-1,0,-1,0,-1,0,0
22259,AL355102.2,,0,-1,0,-1,0,-1,0,0
22260,LINC01559,,0,-1,0,-1,0,-1,0,0
22261,AL122035.2,,0,-1,0,-1,0,-1,0,0
22262,AC007639.1,,0,-1,0,-1,0,-1,0,0
22263,LINC00663,,0,-1,0,-1,0,-1,0,0
22264,LINC01712,,0,-1,0,-1,0,-1,0,0
22265,NDUFV2-AS1,,0,-1,0,-1,0,-1,0,0
22266,AP000317.2,,0,-1,0,-1,0,-1,0,0
22267,AC100858.3,,0,-1,0,-1,0,-1,0,0
22268,SP2-AS1,,0,-1,0,-1,0,-1,0,0
22269,ACSM5P1,,0,-1,0,-1,0,-1,0,0
22270,AC109460.2,,0,-1,0,-1,0,-1,0,0
22271,AC087521.3,,0,-1,0,-1,0,-1,0,0
22272,AC091057.2,,0,-1,0,-1,0,-1,0,0
22273,AC006333.1,,0,-1,0,-1,0,-1,0,0
22274,AC120114.1,,0,-1,0,-1,0,-1,0,0
22275,AC090833.1,,0,-1,0,-1,0,-1,0,0
22276,NDUFC2-KCTD14,,0,-1,0,-1,0,-1,0,0
22277,TDH,,0,-1,0,-1,0,-1,0,0
22278,FAM86DP,,0,-1,0,-1,0,-1,0,0
22279,AC095032.1,,0,-1,0,-1,0,-1,0,0
22280,CARM1P1,,0,-1,0,-1,0,-1,0,0
22281,AC105233.4,,0,-1,0,-1,0,-1,0,0
22282,CCNT2-AS1,,0,-1,0,-1,0,-1,0,0
22283,LINC02043,,0,-1,0,-1,0,-1,0,0
22284,WASH7P,,0,-1,0,-1,0,-1,0,0
22285,LINC01518,,0,-1,0,-1,0,-1,0,0
22286,AC073464.1,,0,-1,0,-1,0,-1,0,0
22287,AP005061.1,,0,-1,0,-1,0,-1,0,0
22288,LINC00896,,0,-1,0,-1,0,-1,0,0
22289,AC009262.1,,0,-1,0,-1,0,-1,0,0
22290,AC012184.2,,0,-1,0,-1,0,-1,0,0
22291,SMIM11B,,0,-1,0,-1,0,-1,0,0
22292,AC009065.6,,0,-1,0,-1,0,-1,0,0
22293,TFP1,,0,-1,0,-1,0,-1,0,0
22294,LINC01792,,0,-1,0,-1,0,-1,0,0
22295,AC112497.1,,0,-1,0,-1,0,-1,0,0
22296,AC048382.2,,0,-1,0,-1,0,-1,0,0
22297,AC005070.3,,0,-1,0,-1,0,-1,0,0
22298,AL606468.1,,0,-1,0,-1,0,-1,0,0
22299,AC007298.1,,0,-1,0,-1,0,-1,0,0
22300,AC060809.1,,0,-1,0,-1,0,-1,0,0
22301,AC091133.1,,0,-1,0,-1,0,-1,0,0
22302,NUDT19P5,,0,-1,0,-1,0,-1,0,0
22303,AC103591.3,,0,-1,0,-1,0,-1,0,0
22304,AC135050.2,,0,-1,0,-1,0,-1,0,0
22305,AC005329.1,,0,-1,0,-1,0,-1,0,0
22306,AL390957.1,,0,-1,0,-1,0,-1,0,0
22307,AC109466.1,,0,-1,0,-1,0,-1,0,0
22308,TMEM132D-AS1,,0,-1,0,-1,0,-1,0,0
22309,AC087280.1,,0,-1,0,-1,0,-1,0,0
22310,AL161757.4,,0,-1,0,-1,0,-1,0,0
22311,AC092620.1,,0,-1,0,-1,0,-1,0,0
22312,AL358232.1,,0,-1,0,-1,0,-1,0,0
22313,MROH5,,0,-1,0,-1,0,-1,0,0
22314,FNBP1P1,,0,-1,0,-1,0,-1,0,0
22315,AC007342.4,,0,-1,0,-1,0,-1,0,0
22316,CRYZL2P,,0,-1,0,-1,0,-1,0,0
22317,AC084033.3,,0,-1,0,-1,0,-1,0,0
22318,AC125611.3,,0,-1,0,-1,0,-1,0,0
22319,AL049629.2,,0,-1,0,-1,0,-1,0,0
22320,LINC02050,,0,-1,0,-1,0,-1,0,0
22321,FAM213B,,0,-1,0,-1,0,-1,0,0
22322,AL391840.1,,0,-1,0,-1,0,-1,0,0
22323,AL023754.1,,0,-1,0,-1,0,-1,0,0
22324,AC027018.1,,0,-1,0,-1,0,-1,0,0
22325,AC004830.1,,0,-1,0,-1,0,-1,0,0
22326,COL6A4P1,,0,-1,0,-1,0,-1,0,0
22327,AC017083.3,,0,-1,0,-1,0,-1,0,0
22328,AC106786.2,,0,-1,0,-1,0,-1,0,0
22329,AF064860.1,,0,-1,0,-1,0,-1,0,0
22330,ATP6V0E2-AS1,,0,-1,0,-1,0,-1,0,0
22331,AC105460.1,,0,-1,0,-1,0,-1,0,0
22332,PTCHD3P2,,0,-1,0,-1,0,-1,0,0
22333,AC005280.1,,0,-1,0,-1,0,-1,0,0
22334,STEAP2-AS1,,0,-1,0,-1,0,-1,0,0
22335,AC092691.1,,0,-1,0,-1,0,-1,0,0
22336,AC116049.2,,0,-1,0,-1,0,-1,0,0
22337,AL035658.1,,0,-1,0,-1,0,-1,0,0
22338,WASH6P,,0,-1,0,-1,0,-1,0,0
22339,AC008937.2,,0,-1,0,-1,0,-1,0,0
22340,AC005515.1,,0,-1,0,-1,0,-1,0,0
22341,AC011092.2,,0,-1,0,-1,0,-1,0,0
22342,PLS3-AS1,,0,-1,0,-1,0,-1,0,0
22343,GAPLINC,,0,-1,0,-1,0,-1,0,0
22344,AC103923.1,,0,-1,0,-1,0,-1,0,0
22345,AC104758.3,,0,-1,0,-1,0,-1,0,0
22346,ZSCAN12P1,,0,-1,0,-1,0,-1,0,0
22347,DDX12P,,0,-1,0,-1,0,-1,0,0
22348,AP001029.1,,0,-1,0,-1,0,-1,0,0
22349,AL928654.3,,0,-1,0,-1,0,-1,0,0
22350,AL132765.1,,0,-1,0,-1,0,-1,0,0
22351,AC129510.2,,0,-1,0,-1,0,-1,0,0
22352,FAM86C2P,,0,-1,0,-1,0,-1,0,0
22353,DNAJB1P1,,0,-1,0,-1,0,-1,0,0
22354,AC114284.1,,0,-1,0,-1,0,-1,0,0
22355,AC012645.2,,0,-1,0,-1,0,-1,0,0
22356,AC008555.8,,0,-1,0,-1,0,-1,0,0
22357,AL513165.1,,0,-1,0,-1,0,-1,0,0
22358,TMEM206,,0,-1,0,-1,0,-1,0,0
22359,C8orf37-AS1,,0,-1,0,-1,0,-1,0,0
22360,UBE2V2P4,,0,-1,0,-1,0,-1,0,0
22361,LINC02045,,0,-1,0,-1,0,-1,0,0
22362,AC073254.1,,0,-1,0,-1,0,-1,0,0
22363,AC012158.1,,0,-1,0,-1,0,-1,0,0
22364,SEPT1,,0,-1,0,-1,0,-1,0,0
22365,LINC01521,,0,-1,0,-1,0,-1,0,0
22366,AL139353.2,,0,-1,0,-1,0,-1,0,0
22367,RPL35AP35,,0,-1,0,-1,0,-1,0,0
22368,EMX2OS,,0,-1,0,-1,0,-1,0,0
22369,AL033504.1,,0,-1,0,-1,0,-1,0,0
22370,NPIPA1,,0,-1,0,-1,0,-1,0,0
22371,AC087623.2,,0,-1,0,-1,0,-1,0,0
22372,TPTE2P3,,0,-1,0,-1,0,-1,0,0
22373,AC108047.1,,0,-1,0,-1,0,-1,0,0
22374,AC006449.2,,0,-1,0,-1,0,-1,0,0
22375,AC010894.3,,0,-1,0,-1,0,-1,0,0
22376,LINC02028,,0,-1,0,-1,0,-1,0,0
22377,AL163540.1,,0,-1,0,-1,0,-1,0,0
22378,LINC00865,,0,-1,0,-1,0,-1,0,0
22379,AL139246.4,,0,-1,0,-1,0,-1,0,0
22380,AC069368.1,,0,-1,0,-1,0,-1,0,0
22381,AC069503.1,,0,-1,0,-1,0,-1,0,0
22382,AL050344.1,,0,-1,0,-1,0,-1,0,0
22383,RNA5S9,,0,-1,0,-1,0,-1,0,0
22384,AC104581.2,,0,-1,0,-1,0,-1,0,0
22385,AL391684.1,,0,-1,0,-1,0,-1,0,0
22386,ZFHX2-AS1,,0,-1,0,-1,0,-1,0,0
22387,LINC00368,,0,-1,0,-1,0,-1,0,0
22388,LINC01510,,0,-1,0,-1,0,-1,0,0
22389,SAMSN1-AS1,,0,-1,0,-1,0,-1,0,0
22390,LINC02505,,0,-1,0,-1,0,-1,0,0
22391,HCG4,,0,-1,0,-1,0,-1,0,0
22392,UBE2V1P6,,0,-1,0,-1,0,-1,0,0
22393,LINC00305,,0,-1,0,-1,0,-1,0,0
22394,AL356218.1,,0,-1,0,-1,0,-1,0,0
22395,WDR11-AS1,,0,-1,0,-1,0,-1,0,0
22396,AC097451.1,,0,-1,0,-1,0,-1,0,0
22397,AC073342.1,,0,-1,0,-1,0,-1,0,0
22398,AC010326.2,,0,-1,0,-1,0,-1,0,0
22399,AC096576.2,,0,-1,0,-1,0,-1,0,0
22400,AC090527.3,,0,-1,0,-1,0,-1,0,0
22401,AC009113.1,,0,-1,0,-1,0,-1,0,0
22402,AC011337.1,,0,-1,0,-1,0,-1,0,0
22403,GXYLT1P4,,0,-1,0,-1,0,-1,0,0
22404,AF127577.1,,0,-1,0,-1,0,-1,0,0
22405,MT-TV,,0,-1,0,-1,0,-1,0,0
22406,ALOX12P2,,0,-1,0,-1,0,-1,0,0
22407,AC004076.1,,0,-1,0,-1,0,-1,0,0
22408,AL109918.3,,0,-1,0,-1,0,-1,0,0
22409,AC093155.2,,0,-1,0,-1,0,-1,0,0
22410,VIM-AS1,,0,-1,0,-1,0,-1,0,0
22411,FOLH1B,,0,-1,0,-1,0,-1,0,0
22412,LINC01926,,0,-1,0,-1,0,-1,0,0
22413,AF130359.1,,0,-1,0,-1,0,-1,0,0
22414,AC009314.1,,0,-1,0,-1,0,-1,0,0
22415,RNU4-25P,,0,-1,0,-1,0,-1,0,0
22416,HLA-H,,0,-1,0,-1,0,-1,0,0
22417,AL020996.1,,0,-1,0,-1,0,-1,0,0
22418,AL133325.3,,0,-1,0,-1,0,-1,0,0
22419,AP003472.1,,0,-1,0,-1,0,-1,0,0
22420,AC130469.1,,0,-1,0,-1,0,-1,0,0
22421,AL121655.1,,0,-1,0,-1,0,-1,0,0
22422,AL807752.6,,0,-1,0,-1,0,-1,0,0
22423,AC027559.1,,0,-1,0,-1,0,-1,0,0
22424,AP000446.1,,0,-1,0,-1,0,-1,0,0
22425,AC112722.1,,0,-1,0,-1,0,-1,0,0
22426,AC114550.2,,0,-1,0,-1,0,-1,0,0
22427,LRRC8C-DT,,0,-1,0,-1,0,-1,0,0
22428,AC008663.1,,0,-1,0,-1,0,-1,0,0
22429,MIR2117HG,,0,-1,0,-1,0,-1,0,0
22430,INO80-AS1,,0,-1,0,-1,0,-1,0,0
22431,AC015936.1,,0,-1,0,-1,0,-1,0,0
22432,AC008764.1,,0,-1,0,-1,0,-1,0,0
22433,ANKRD18DP,,0,-1,0,-1,0,-1,0,0
22434,AP003396.1,,0,-1,0,-1,0,-1,0,0
22435,AL122125.1,,0,-1,0,-1,0,-1,0,0
22436,AC104333.3,,0,-1,0,-1,0,-1,0,0
22437,SMG1P6,,0,-1,0,-1,0,-1,0,0
22438,TOB1-AS1,,0,-1,0,-1,0,-1,0,0
22439,EP400P1,,0,-1,0,-1,0,-1,0,0
22440,AC135178.2,,0,-1,0,-1,0,-1,0,0
22441,AL592114.3,,0,-1,0,-1,0,-1,0,0
22442,RPS14P4,,0,-1,0,-1,0,-1,0,0
22443,LINC01788,,0,-1,0,-1,0,-1,0,0
22444,AC018521.1,,0,-1,0,-1,0,-1,0,0
22445,AC010531.5,,0,-1,0,-1,0,-1,0,0
22446,TRGV9,,0,-1,0,-1,0,-1,0,0
22447,AC010503.4,,0,-1,0,-1,0,-1,0,0
22448,AC104852.1,,0,-1,0,-1,0,-1,0,0
22449,RUNDC3A-AS1,,0,-1,0,-1,0,-1,0,0
22450,NPIPB13,,0,-1,0,-1,0,-1,0,0
22451,AC127029.2,,0,-1,0,-1,0,-1,0,0
22452,C5orf66,,0,-1,0,-1,0,-1,0,0
22453,CERNA1,,0,-1,0,-1,0,-1,0,0
22454,ZBTB46-AS1,,0,-1,0,-1,0,-1,0,0
22455,EIF2S2P4,,0,-1,0,-1,0,-1,0,0
22456,FEZF1-AS1,,0,-1,0,-1,0,-1,0,0
22457,DBIP2,,0,-1,0,-1,0,-1,0,0
22458,OXCT1-AS1,,0,-1,0,-1,0,-1,0,0
22459,AL139383.1,,0,-1,0,-1,0,-1,0,0
22460,GNAS-AS1,,0,-1,0,-1,0,-1,0,0
22461,AC018742.1,,0,-1,0,-1,0,-1,0,0
22462,LINC01399,,0,-1,0,-1,0,-1,0,0
22463,AC007731.2,,0,-1,0,-1,0,-1,0,0
22464,SNX19P2,,0,-1,0,-1,0,-1,0,0
22465,AC060765.1,,0,-1,0,-1,0,-1,0,0
22466,RPL29P30,,0,-1,0,-1,0,-1,0,0
22467,AL162258.2,,0,-1,0,-1,0,-1,0,0
22468,LINC02241,,0,-1,0,-1,0,-1,0,0
22469,RPL23AP43,,0,-1,0,-1,0,-1,0,0
22470,AL731563.3,,0,-1,0,-1,0,-1,0,0
22471,AL132796.3,,0,-1,0,-1,0,-1,0,0
22472,SOX21-AS1,,0,-1,0,-1,0,-1,0,0
22473,AC021180.1,,0,-1,0,-1,0,-1,0,0
22474,AC009630.1,,0,-1,0,-1,0,-1,0,0
22475,AC074091.1,,0,-1,0,-1,0,-1,0,0
22476,AC110597.1,,0,-1,0,-1,0,-1,0,0
22477,AC245033.1,,0,-1,0,-1,0,-1,0,0
22478,AP000561.1,,0,-1,0,-1,0,-1,0,0
22479,SNORA26,,0,-1,0,-1,0,-1,0,0
22480,LINC00471,,0,-1,0,-1,0,-1,0,0
22481,LINC01134,,0,-1,0,-1,0,-1,0,0
22482,AC137810.1,,0,-1,0,-1,0,-1,0,0
22483,AC092343.1,,0,-1,0,-1,0,-1,0,0
22484,LINC02263,,0,-1,0,-1,0,-1,0,0
22485,AC092295.1,,0,-1,0,-1,0,-1,0,0
22486,AL035587.1,,0,-1,0,-1,0,-1,0,0
22487,AC010325.3,,0,-1,0,-1,0,-1,0,0
22488,LINC01549,,0,-1,0,-1,0,-1,0,0
22489,AL021707.1,,0,-1,0,-1,0,-1,0,0
22490,AL133367.1,,0,-1,0,-1,0,-1,0,0
22491,AC105052.3,,0,-1,0,-1,0,-1,0,0
22492,AL357033.3,,0,-1,0,-1,0,-1,0,0
22493,AC012184.3,,0,-1,0,-1,0,-1,0,0
22494,AL592078.1,,0,-1,0,-1,0,-1,0,0
22495,AC008074.1,,0,-1,0,-1,0,-1,0,0
22496,AL138828.1,,0,-1,0,-1,0,-1,0,0
22497,AC115622.1,,0,-1,0,-1,0,-1,0,0
22498,GTF2IP23,,0,-1,0,-1,0,-1,0,0
22499,SOX2-OT,,0,-1,0,-1,0,-1,0,0
22500,PWRN4,,0,-1,0,-1,0,-1,0,0
22501,DARS-AS1,,0,-1,0,-1,0,-1,0,0
22502,AL031316.1,,0,-1,0,-1,0,-1,0,0
22503,SNORD3B-2,,0,-1,0,-1,0,-1,0,0
22504,AL137145.2,,0,-1,0,-1,0,-1,0,0
22505,TMEM56,,0,-1,0,-1,0,-1,0,0
22506,AP001207.3,,0,-1,0,-1,0,-1,0,0
22507,AC011442.1,,0,-1,0,-1,0,-1,0,0
22508,AC007785.3,,0,-1,0,-1,0,-1,0,0
22509,AC026803.2,,0,-1,0,-1,0,-1,0,0
22510,LINC00592,,0,-1,0,-1,0,-1,0,0
22511,DNAH17-AS1,,0,-1,0,-1,0,-1,0,0
22512,SUCLG2P2,,0,-1,0,-1,0,-1,0,0
22513,AC007620.2,,0,-1,0,-1,0,-1,0,0
22514,GHRLOS,,0,-1,0,-1,0,-1,0,0
22515,AC009133.3,,0,-1,0,-1,0,-1,0,0
22516,PCDHGB3,,0,-1,0,-1,0,-1,0,0
22517,AC007271.1,,0,-1,0,-1,0,-1,0,0
22518,LINC02444,,0,-1,0,-1,0,-1,0,0
22519,LINC00907,,0,-1,0,-1,0,-1,0,0
22520,LINC00598,,0,-1,0,-1,0,-1,0,0
22521,AC004980.3,,0,-1,0,-1,0,-1,0,0
22522,PANCR,,0,-1,0,-1,0,-1,0,0
22523,AC138123.1,,0,-1,0,-1,0,-1,0,0
22524,GSTA9P,,0,-1,0,-1,0,-1,0,0
22525,AC002310.2,,0,-1,0,-1,0,-1,0,0
22526,AC067930.3,,0,-1,0,-1,0,-1,0,0
22527,AC131888.1,,0,-1,0,-1,0,-1,0,0
22528,ZNF658B,,0,-1,0,-1,0,-1,0,0
22529,AC139720.1,,0,-1,0,-1,0,-1,0,0
22530,AP002518.2,,0,-1,0,-1,0,-1,0,0
22531,KAZN-AS1,,0,-1,0,-1,0,-1,0,0
22532,AL603832.1,,0,-1,0,-1,0,-1,0,0
22533,AL033519.2,,0,-1,0,-1,0,-1,0,0
22534,AC124944.1,,0,-1,0,-1,0,-1,0,0
22535,IBA57-DT,,0,-1,0,-1,0,-1,0,0
22536,CIDECP,,0,-1,0,-1,0,-1,0,0
22537,LINC01951,,0,-1,0,-1,0,-1,0,0
22538,AC010480.1,,0,-1,0,-1,0,-1,0,0
22539,AC011447.7,,0,-1,0,-1,0,-1,0,0
22540,AL158212.3,,0,-1,0,-1,0,-1,0,0
22541,LINC01550,,0,-1,0,-1,0,-1,0,0
22542,AL138713.1,,0,-1,0,-1,0,-1,0,0
22543,MSTO2P,,0,-1,0,-1,0,-1,0,0
22544,LINC02296,,0,-1,0,-1,0,-1,0,0
22545,AC144548.1,,0,-1,0,-1,0,-1,0,0
22546,CASC8,,0,-1,0,-1,0,-1,0,0
22547,AC137767.1,,0,-1,0,-1,0,-1,0,0
22548,AL049569.1,,0,-1,0,-1,0,-1,0,0
22549,AC011825.3,,0,-1,0,-1,0,-1,0,0
22550,PRKXP1,,0,-1,0,-1,0,-1,0,0
22551,AC092813.1,,0,-1,0,-1,0,-1,0,0
22552,AC005537.1,,0,-1,0,-1,0,-1,0,0
22553,AL445231.1,,0,-1,0,-1,0,-1,0,0
22554,AC104073.2,,0,-1,0,-1,0,-1,0,0
22555,EEF1DP4,,0,-1,0,-1,0,-1,0,0
22556,AC008569.1,,0,-1,0,-1,0,-1,0,0
22557,AC211486.2,,0,-1,0,-1,0,-1,0,0
22558,FTH1P1,,0,-1,0,-1,0,-1,0,0
22559,AC006305.1,,0,-1,0,-1,0,-1,0,0
22560,AF107885.2,,0,-1,0,-1,0,-1,0,0
22561,AC022364.1,,0,-1,0,-1,0,-1,0,0
22562,TMX2-CTNND1,,0,-1,0,-1,0,-1,0,0
22563,TEX21P,,0,-1,0,-1,0,-1,0,0
22564,RN7SL487P,,0,-1,0,-1,0,-1,0,0
22565,AL139095.4,,0,-1,0,-1,0,-1,0,0
22566,AC079834.2,,0,-1,0,-1,0,-1,0,0
22567,TMEM198B,,0,-1,0,-1,0,-1,0,0
22568,AC090844.2,,0,-1,0,-1,0,-1,0,0
22569,AC021086.1,,0,-1,0,-1,0,-1,0,0
22570,MTND4P34,,0,-1,0,-1,0,-1,0,0
22571,AC009302.1,,0,-1,0,-1,0,-1,0,0
22572,AC048337.1,,0,-1,0,-1,0,-1,0,0
22573,AC093821.1,,0,-1,0,-1,0,-1,0,0
22574,AC103876.1,,0,-1,0,-1,0,-1,0,0
22575,AL162431.4,,0,-1,0,-1,0,-1,0,0
22576,KDELC1,,0,-1,0,-1,0,-1,0,0
22577,AC137761.1,,0,-1,0,-1,0,-1,0,0
22578,LINC02098,,0,-1,0,-1,0,-1,0,0
22579,AC010186.3,,0,-1,0,-1,0,-1,0,0
22580,NRIP2,,0,-1,0,-1,0,-1,0,0
22581,LINC01569,,0,-1,0,-1,0,-1,0,0
22582,RPL22P14,,0,-1,0,-1,0,-1,0,0
22583,TSC22D1-AS1,,0,-1,0,-1,0,-1,0,0
22584,LINC02172,,0,-1,0,-1,0,-1,0,0
22585,AC018629.1,,0,-1,0,-1,0,-1,0,0
22586,AC011477.1,,0,-1,0,-1,0,-1,0,0
22587,AL049650.1,,0,-1,0,-1,0,-1,0,0
22588,AC022031.2,,0,-1,0,-1,0,-1,0,0
22589,VIPR1-AS1,,0,-1,0,-1,0,-1,0,0
22590,LINC00456,,0,-1,0,-1,0,-1,0,0
22591,AL606490.8,,0,-1,0,-1,0,-1,0,0
22592,AP003486.1,,0,-1,0,-1,0,-1,0,0
22593,AL031281.2,,0,-1,0,-1,0,-1,0,0
22594,AC107464.2,,0,-1,0,-1,0,-1,0,0
22595,AL022323.4,,0,-1,0,-1,0,-1,0,0
22596,BZW1P1,,0,-1,0,-1,0,-1,0,0
22597,LYPLA2P1,,0,-1,0,-1,0,-1,0,0
22598,AC104596.1,,0,-1,0,-1,0,-1,0,0
22599,AC093249.6,,0,-1,0,-1,0,-1,0,0
22600,AC005037.1,,0,-1,0,-1,0,-1,0,0
22601,MTCO1P40,,0,-1,0,-1,0,-1,0,0
22602,AC098484.3,,0,-1,0,-1,0,-1,0,0
22603,AC073130.1,,0,-1,0,-1,0,-1,0,0
22604,AC092920.1,,0,-1,0,-1,0,-1,0,0
22605,RFX3-AS1,,0,-1,0,-1,0,-1,0,0
22606,AC004990.1,,0,-1,0,-1,0,-1,0,0
22607,AP001972.1,,0,-1,0,-1,0,-1,0,0
22608,RN7SKP163,,0,-1,0,-1,0,-1,0,0
22609,AC106886.5,,0,-1,0,-1,0,-1,0,0
22610,LINC00893,,0,-1,0,-1,0,-1,0,0
22611,AL359706.1,,0,-1,0,-1,0,-1,0,0
